"Região","Variável","Ano","Valor","Valor corrigido","Variação anual","Índice"
"Acre","3.1.90.00.00 - Aplicações Diretas",2022,4647759316.47,4647759316.47,4.54,106.21
"Acre","3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",2018,795679958.45,954708000.2,NA,100
"Acre","3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",2019,920321267.81,1058672613.48,10.89,110.89
"Acre","3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",2020,984986901.88,1084086264.04,2.4,113.55
"Acre","3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",2021,1021052702.48,1021052702.48,-5.81,106.95
"Acre","3.1.90.01.00 - Aposentadorias, Reserva Remunerada e Reformas",2022,1157664884.78,1157664884.78,NA,100
"Acre","3.1.90.03.00 - Pensões",2022,174896514.49,174896514.49,NA,100
"Acre","3.1.90.03.00 - Pensões do RPPS e do Militar",2018,124012030.53,148797611.92,NA,100
"Acre","3.1.90.03.00 - Pensões do RPPS e do Militar",2019,129275734.56,148709678.41,-0.06,99.94
"Acre","3.1.90.03.00 - Pensões do RPPS e do Militar",2020,138549668.84,152489127.1,2.54,102.48
"Acre","3.1.90.03.00 - Pensões do RPPS e do Militar",2021,152052941.27,152052941.27,-0.29,102.19
"Acre","3.1.90.04.00 - Contratação por Tempo Determinado",2018,268511517.32,340815653.26,NA,100
"Acre","3.1.90.04.00 - Contratação por Tempo Determinado",2019,279630713.03,340276190.58,-0.16,99.84
"Acre","3.1.90.04.00 - Contratação por Tempo Determinado",2020,325883079.11,379419519.09,11.5,111.33
"Acre","3.1.90.04.00 - Contratação por Tempo Determinado",2021,447396003.57,473278278.04,24.74,138.87
"Acre","3.1.90.04.00 - Contratação por Tempo Determinado",2022,530633136.37,530633136.37,12.12,155.7
"Acre","3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar",2018,136694.22,149021.49,NA,100
"Acre","3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar",2019,94166.27,98420.19,-33.96,66.04
"Acre","3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar",2020,41610.15,41610.15,-57.72,27.92
"Acre","3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar",2021,42750.63,38842.68,-6.65,26.07
"Acre","3.1.90.08.00 - Outros Benefícios Assistenciais do Servidor ou do Militar",2018,270380.29,270380.29,NA,100
"Acre","3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil",2018,1806540054.72,2293000818.11,NA,100
"Acre","3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil",2019,1832950774.08,2230475687.6,-2.73,97.27
"Acre","3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil",2020,1913013189.04,2227285154.46,-0.14,97.13
"Acre","3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil",2021,2037813592.2,2155703001.8,-3.21,94.01
"Acre","3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil",2022,2168266844.3,2168266844.3,0.58,94.56
"Acre","3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar",2018,264208598.82,335354055.21,NA,100
"Acre","3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar",2019,291505733.01,354726629.58,5.78,105.78
"Acre","3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar",2020,292872991.12,340986496.59,-3.87,101.68
"Acre","3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar",2021,277136834.45,293169457.8,-14.02,87.42
"Acre","3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar",2022,293067905.58,293067905.58,-0.03,87.39
"Acre","3.1.90.13.00 - Obrigações Patronais",2018,93429102.72,118587466.92,NA,100
"Acre","3.1.90.13.00 - Obrigações Patronais",2019,90483741.39,110107586.17,-7.15,92.85
"Acre","3.1.90.13.00 - Obrigações Patronais",2020,97665564.75,113710173.94,3.27,95.89
"Acre","3.1.90.13.00 - Obrigações Patronais",2021,94902857.93,100393076.43,-11.71,84.66
"Acre","3.1.90.13.00 - Obrigações Patronais",2022,128424807.97,128424807.97,27.92,108.3
"Acre","3.1.90.13.01 - FGTS",2018,3341326.2,4241070.49,NA,100
"Acre","3.1.90.13.01 - FGTS",2019,3184949.98,3875692.46,-8.62,91.38
"Acre","3.1.90.13.01 - FGTS",2020,3134761.47,3649743.62,-5.83,86.06
"Acre","3.1.90.13.01 - FGTS",2021,3225659.77,3412267.18,-6.51,80.46
"Acre","3.1.90.13.01 - FGTS",2022,3455181.61,3455181.61,1.26,81.47
"Acre","3.1.90.13.02 - Contribuições Previdenciárias - INSS",2018,78065116.86,99086303.88,NA,100
"Acre","3.1.90.13.02 - Contribuições Previdenciárias - INSS",2019,75148761.56,91446801.51,-7.71,92.29
"Acre","3.1.90.13.02 - Contribuições Previdenciárias - INSS",2020,89966592.82,104746406.21,14.54,105.71
"Acre","3.1.90.13.02 - Contribuições Previdenciárias - INSS",2021,83899061.11,88752699.74,-15.27,89.57
"Acre","3.1.90.13.02 - Contribuições Previdenciárias - INSS",2022,122942273.2,122942273.2,38.52,124.08
"Acre","3.1.90.13.08 - Plano de Seg. Soc. do Servidor - Pessoal Ativo",2019,441.27,507.61,NA,100
"Acre","3.1.90.13.11 - FGTS - PDV",2020,5399.2,5942.41,NA,100
"Acre","3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes",2020,4989.27,5808.91,NA,100
"Acre","3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes",2022,63493.78,63493.78,993.04,1093.04
"Acre","3.1.90.13.99 - Outras Obrigações Patronais",2018,12022659.66,15260092.55,NA,100
"Acre","3.1.90.13.99 - Outras Obrigações Patronais",2019,12149588.58,14784555.22,-3.12,96.88
"Acre","3.1.90.13.99 - Outras Obrigações Patronais",2020,4553821.99,5301929.01,-64.14,34.74
"Acre","3.1.90.13.99 - Outras Obrigações Patronais",2021,7778137.05,8228109.5,55.19,53.92
"Acre","3.1.90.13.99 - Outras Obrigações Patronais",2022,1963859.38,1963859.38,-76.13,12.87
"Acre","3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil",2018,14494256.33,18397234.83,NA,100
"Acre","3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil",2019,13405292.91,16312592.98,-11.33,88.67
"Acre","3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil",2020,7930988.04,9233899.7,-43.39,50.19
"Acre","3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil",2021,10223574.81,10815018.11,17.12,58.79
"Acre","3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil",2022,14190111.15,14190111.15,31.21,77.13
"Acre","3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar",2018,436652.89,476030.85,NA,100
"Acre","3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar",2019,201989.48,211114.27,-55.65,44.35
"Acre","3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar",2020,369752.62,369752.62,75.14,77.67
"Acre","3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar",2021,99906.37,90773.65,-75.45,19.07
"Acre","3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar",2022,3951.48,3393.92,-96.26,0.71
"Acre","3.1.90.91.00 - Sentenças Judiciais",2018,5240757.12,6651975.6,NA,100
"Acre","3.1.90.91.00 - Sentenças Judiciais",2019,18510466.65,22524961.62,238.62,338.62
"Acre","3.1.90.91.00 - Sentenças Judiciais",2020,20816713.85,24236507.09,7.6,364.35
"Acre","3.1.90.91.00 - Sentenças Judiciais",2021,21492762.63,22736138.92,-6.19,341.8
"Acre","3.1.90.91.00 - Sentenças Judiciais",2022,26204038.17,26204038.17,15.25,393.93
"Acre","3.1.90.92.00 - Despesas de Exercícios Anteriores",2018,35499108.84,45058223.54,NA,100
"Acre","3.1.90.92.00 - Despesas de Exercícios Anteriores",2019,92890922.65,113036829.74,150.87,250.87
"Acre","3.1.90.92.00 - Despesas de Exercícios Anteriores",2020,42049820.1,48957812,-56.69,108.65
"Acre","3.1.90.92.00 - Despesas de Exercícios Anteriores",2021,63873916.3,67569081.7,38.01,149.96
"Acre","3.1.90.92.00 - Despesas de Exercícios Anteriores",2022,83368304.25,83368304.25,23.38,185.02
"Acre","3.1.90.94.00 - Indenizações e Restituições Trabalhistas",2018,9242074.45,11730758.04,NA,100
"Acre","3.1.90.94.00 - Indenizações e Restituições Trabalhistas",2019,6128879.36,7458092.49,-36.42,63.58
"Acre","3.1.90.94.00 - Indenizações e Restituições Trabalhistas",2020,5631176.71,6556272.77,-12.09,55.89
"Acre","3.1.90.94.00 - Indenizações e Restituições Trabalhistas",2021,10103360.57,10687849.37,63.02,91.11
"Acre","3.1.90.94.00 - Indenizações e Restituições Trabalhistas",2022,28210805.6,28210805.6,163.95,240.49
"Acre","3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado",2018,585418.29,743058.32,NA,100
"Acre","3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado",2019,874822.54,1064551.45,43.27,143.27
"Acre","3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado",2020,648209.68,754698.3,-29.11,101.57
"Acre","3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado",2021,331448.15,350622.73,-53.54,47.19
"Acre","3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado",2022,187298.83,187298.83,-46.58,25.21
"Acre","3.1.90.99.00 - A Classificar",2018,29448520.24,32104228.15,NA,100
"Acre","3.1.90.99.00 - A Classificar",2019,43156159.75,45105720.66,40.5,140.5
"Acre","3.1.90.99.00 - A Classificar",2020,63014032.74,63014032.74,39.7,196.28
"Acre","3.1.90.99.00 - A Classificar",2021,66330764.05,60267283.1,-4.36,187.72
"Acre","3.1.90.99.00 - A Classificar",2022,42640713.5,36624069.96,-39.23,114.08
"Acre","3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2018,569647562.67,723040889.03,NA,100
"Acre","3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2019,190679905.11,232033995.94,-67.91,32.09
"Acre","3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2020,206193912.01,240067680.55,3.46,33.2
"Acre","3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,241031026.53,254974895.35,6.21,35.26
"Acre","3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2022,243251882.47,243251882.47,-4.6,33.64
"Acre","3.1.91.13.00 - Contribuições Patronais",2018,184219144.36,233825232.73,NA,100
"Acre","3.1.91.13.00 - Contribuições Patronais",2019,190662157.82,232012399.67,-0.78,99.22
"Acre","3.1.91.13.00 - Contribuições Patronais",2020,205975645.49,239813556.96,3.36,102.56
"Acre","3.1.91.13.00 - Contribuições Patronais",2021,226386451.28,239483117.82,-0.14,102.42
"Acre","3.1.91.13.00 - Contribuições Patronais",2022,243096764.73,243096764.73,1.51,103.97
"Acre","3.1.91.13.04 - Contribuição de salário-educação",2020,2616.88,3046.78,NA,100
"Acre","3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária",2018,184219144.36,233825232.73,NA,100
"Acre","3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária",2019,190662157.82,232012399.67,-0.78,99.22
"Acre","3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária",2020,205973028.61,239810510.18,3.36,102.56
"Acre","3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária",2021,226386451.28,239483117.82,-0.14,102.42
"Acre","3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária",2022,243096764.73,243096764.73,1.51,103.97
"Acre","3.1.91.92.00 - Despesas de Exercícios Anteriores",2018,222017666.05,281802049.48,NA,100
"Acre","3.1.91.92.00 - Despesas de Exercícios Anteriores",2019,17747.29,21596.27,-99.99,0.01
"Acre","3.1.91.92.00 - Despesas de Exercícios Anteriores",2020,218266.52,254123.59,1076.7,0.09
"Acre","3.1.91.92.00 - Despesas de Exercícios Anteriores",2021,14644575.25,15491777.53,5996.16,5.5
"Acre","3.1.91.92.00 - Despesas de Exercícios Anteriores",2022,155117.74,155117.74,-99,0.06
"Acre","3.1.91.99.00 - A Classificar",2018,163410752.26,207413606.82,NA,100
"Acre","3.2.00.00.00 - Juros e Encargos da Dívida",2018,179469209.02,227796246.22,NA,100
"Acre","3.2.00.00.00 - Juros e Encargos da Dívida",2019,197980226.86,240917589.76,5.76,105.76
"Acre","3.2.00.00.00 - Juros e Encargos da Dívida",2020,109636552.59,127647769.17,-47.02,56.04
"Acre","3.2.00.00.00 - Juros e Encargos da Dívida",2021,130254723.25,137790080.01,7.95,60.49
"Acre","3.2.00.00.00 - Juros e Encargos da Dívida",2022,164185624.99,164185624.99,19.16,72.08
"Acre","3.2.90.00.00 - Aplicações Diretas",2018,179469209.02,227796246.22,NA,100
"Acre","3.2.90.00.00 - Aplicações Diretas",2019,197980226.86,240917589.76,5.76,105.76
"Acre","3.2.90.00.00 - Aplicações Diretas",2020,109636552.59,127647769.17,-47.02,56.04
"Acre","3.2.90.00.00 - Aplicações Diretas",2021,130254723.25,137790080.01,7.95,60.49
"Acre","3.2.90.00.00 - Aplicações Diretas",2022,164185624.99,164185624.99,19.16,72.08
"Acre","3.2.90.21.00 - Juros sobre a Dívida por Contrato",2018,169446545.36,215074703.78,NA,100
"Acre","3.2.90.21.00 - Juros sobre a Dívida por Contrato",2019,192081566.18,233739645.09,8.68,108.68
"Acre","3.2.90.21.00 - Juros sobre a Dívida por Contrato",2020,106099341.47,123529461.01,-47.15,57.44
"Acre","3.2.90.21.00 - Juros sobre a Dívida por Contrato",2021,124505039.08,131707771.27,6.62,61.24
"Acre","3.2.90.21.00 - Juros sobre a Dívida por Contrato",2022,157753463.25,157753463.25,19.78,73.35
"Acre","3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato",2018,10022663.66,12721542.44,NA,100
"Acre","3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato",2019,5898660.68,7177944.67,-43.58,56.42
"Acre","3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato",2020,3537211.12,4118308.15,-42.63,32.37
"Acre","3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato",2021,5749684.17,6082308.74,47.69,47.81
"Acre","3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato",2022,6432161.74,6432161.74,5.75,50.56
"Acre","3.3.00.00.00 - Outras Despesas Correntes",2018,1677030516.06,2128617262.19,NA,100
"Acre","3.3.00.00.00 - Outras Despesas Correntes",2019,1680981144.87,2045547337.1,-3.9,96.1
"Acre","3.3.00.00.00 - Outras Despesas Correntes",2020,1877976477.55,2186492572.47,6.89,102.72
"Acre","3.3.00.00.00 - Outras Despesas Correntes",2021,2238286559.58,2367773516.6,8.29,111.24
"Acre","3.3.00.00.00 - Outras Despesas Correntes",2022,3148585481.78,3148585481.78,32.98,147.92
"Acre","3.3.20.00.00 - Transferências à União",2019,1214589.74,1164446.89,NA,100
"Acre","3.3.40.00.00 - Transferências a Municípios",2018,393046060.29,498884558.6,NA,100
"Acre","3.3.40.00.00 - Transferências a Municípios",2019,397216801.72,483364000.54,-3.11,96.89
"Acre","3.3.40.00.00 - Transferências a Municípios",2020,384389996.36,447538018.72,-7.41,89.71
"Acre","3.3.40.00.00 - Transferências a Municípios",2021,473530416.76,500924591.32,11.93,100.41
"Acre","3.3.40.00.00 - Transferências a Municípios",2022,512750776.77,512750776.77,2.36,102.78
"Acre","3.3.40.30.00 - Material de consumo",2020,289603.21,318740.14,NA,100
"Acre","3.3.40.41.00 - Contribuições",2018,381262.35,483927.76,NA,100
"Acre","3.3.40.41.00 - Contribuições",2019,2150422.78,2616800.08,440.74,540.74
"Acre","3.3.40.41.00 - Contribuições",2020,574931.27,669381.63,-74.42,138.32
"Acre","3.3.40.41.00 - Contribuições",2021,7505324.74,7939514.75,1086.1,1640.64
"Acre","3.3.40.41.00 - Contribuições",2022,2574697.64,2574697.64,-67.57,532.04
"Acre","3.3.40.81.00 - Distribuição Constitucional ou Legal de Receitas",2018,389954628.95,494960674.06,NA,100
"Acre","3.3.40.81.00 - Distribuição Constitucional ou Legal de Receitas",2019,391481540.45,476384892.86,-3.75,96.25
"Acre","3.3.40.81.00 - Distribuição Constitucional ou Legal de Receitas",2020,383164769.94,446111510.72,-6.35,90.13
"Acre","3.3.40.81.00 - Distribuição Constitucional ou Legal de Receitas",2021,463864056.53,490699023.17,9.99,99.14
"Acre","3.3.40.81.00 - Distribuição Constitucional ou Legal de Receitas",2022,507781307.93,507781307.93,3.48,102.59
"Acre","3.3.40.92.00 - Despesas de exercícios anteriores",2020,360691.94,419946.82,NA,100
"Acre","3.3.40.92.00 - Despesas de exercícios anteriores",2021,162102.98,171480.79,-59.17,40.83
"Acre","3.3.40.92.00 - Despesas de exercícios anteriores",2022,26166.96,26166.96,-84.74,6.23
"Acre","3.3.40.93.00 - Indenizações e restituições",2021,291013.83,291013.83,NA,100
"Acre","3.3.40.99.00 - A Classificar",2018,2710168.99,2826872.98,NA,100
"Acre","3.3.40.99.00 - A Classificar",2019,3584838.49,3584838.49,26.81,126.81
"Acre","3.3.40.99.00 - A Classificar",2021,1707918.68,1484721.4,-58.58,52.52
"Acre","3.3.40.99.00 - A Classificar",2022,2368604.24,1946461.47,31.1,68.86
"Acre","3.3.41.00.00 - Transferências a Municípios - Fundo a Fundo",2020,1251600,1457214.26,NA,100
"Acre","3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos",2018,89881059.74,114084015.45,NA,100
"Acre","3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos",2019,80277539.73,97687893.84,-14.37,85.63
"Acre","3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos",2020,109403420.17,127376337.49,30.39,111.65
"Acre","3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos",2021,128383812.1,135810934.91,6.62,119.04
"Acre","3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos",2022,166076340.88,166076340.88,22.28,145.57
"Acre","3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos",2020,1894628,1812738.33,NA,100
"Acre","3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos",2021,989144.02,859878.93,-52.56,47.44
"Acre","3.3.70.00.00 - Transferências a Instituições Multigovernamentais",2018,17221.75,21859.18,NA,100
"Acre","3.3.70.00.00 - Transferências a Instituições Multigovernamentais",2020,4000,4657.12,-78.69,21.31
"Acre","3.3.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio",2019,66125,80465.99,NA,100
"Acre","3.3.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio",2020,251328.5,292617.03,263.65,363.65
"Acre","3.3.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio",2021,247066.5,261359.53,-10.68,324.81
"Acre","3.3.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio",2022,249300,249300,-4.61,309.82
"Acre","3.3.80.00.00 - Transferências ao Exterior",2021,44606.33,47186.85,NA,100
"Acre","3.3.80.00.00 - Transferências ao Exterior",2022,11019186.92,11019186.92,23252.24,23352.24
"Acre","3.3.90.00.00 - Aplicações Diretas",2018,1079852276.24,1370632301.45,NA,100
"Acre","3.3.90.00.00 - Aplicações Diretas",2019,1083589988.31,1318595762.87,-3.8,96.2
"Acre","3.3.90.00.00 - Aplicações Diretas",2020,1128536807.77,1313934108.04,-0.35,95.86
"Acre","3.3.90.00.00 - Aplicações Diretas",2021,1463208257.56,1547856214.7,17.8,112.93
"Acre","3.3.90.00.00 - Aplicações Diretas",2022,2238160353.48,2238160353.48,44.6,163.29
"Acre","3.3.90.04.00 - Contratação por Tempo Determinado",2018,1399818.7,1776758.51,NA,100
"Acre","3.3.90.04.00 - Contratação por Tempo Determinado",2019,1622994.39,1974984.59,11.16,111.16
"Acre","3.3.90.04.00 - Contratação por Tempo Determinado",2020,1513559.21,1762208.42,-10.77,99.18
"Acre","3.3.90.04.00 - Contratação por Tempo Determinado",2021,655035.57,692929.99,-60.68,39
"Acre","3.3.90.04.00 - Contratação por Tempo Determinado",2022,1398253.32,1398253.32,101.79,78.7
"Acre","3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar",2018,17940784.17,22771835.41,NA,100
"Acre","3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar",2019,15684196.02,19085737.82,-16.19,83.81
"Acre","3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar",2020,29622370.43,34488766.87,80.7,151.45
"Acre","3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar",2021,34358658.67,36346339,5.39,159.61
"Acre","3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar",2022,84375858.94,84375858.94,132.14,370.53
"Acre","3.3.90.14.00 - Diárias - Civil",2018,11568079.83,14683104.56,NA,100
"Acre","3.3.90.14.00 - Diárias - Civil",2019,11090993.15,13496374.76,-8.08,91.92
"Acre","3.3.90.14.00 - Diárias - Civil",2020,5694922.19,6630490.43,-50.87,45.16
"Acre","3.3.90.14.00 - Diárias - Civil",2021,11694759.07,12371311.75,86.58,84.26
"Acre","3.3.90.14.00 - Diárias - Civil",2022,22812556.27,22812556.27,84.4,155.37
"Acre","3.3.90.15.00 - Diárias - Militar",2018,1018461.4,1292710.24,NA,100
"Acre","3.3.90.15.00 - Diárias - Militar",2019,1485583.56,1807772.51,39.84,139.84
"Acre","3.3.90.15.00 - Diárias - Militar",2020,1241058.9,1444941.46,-20.07,111.78
"Acre","3.3.90.15.00 - Diárias - Militar",2021,2159121.89,2284029.1,58.07,176.69
"Acre","3.3.90.15.00 - Diárias - Militar",2022,3575000.42,3575000.42,56.52,276.55
"Acre","3.3.90.18.00 - Auxílio Financeiro a Estudantes",2018,3711311.23,4710684.2,NA,100
"Acre","3.3.90.18.00 - Auxílio Financeiro a Estudantes",2019,1134397.1,1380421.77,-70.7,29.3
"Acre","3.3.90.18.00 - Auxílio Financeiro a Estudantes",2020,526529.04,613027.82,-55.59,13.01
"Acre","3.3.90.18.00 - Auxílio Financeiro a Estudantes",2021,597250.16,631801.64,3.06,13.41
"Acre","3.3.90.18.00 - Auxílio Financeiro a Estudantes",2022,720433.67,720433.67,14.03,15.29
"Acre","3.3.90.20.00 - Auxílio Financeiro a Pesquisadores",2018,717250.18,910389.58,NA,100
"Acre","3.3.90.20.00 - Auxílio Financeiro a Pesquisadores",2021,90402.5,95632.37,-89.5,10.5
"Acre","3.3.90.20.00 - Auxílio Financeiro a Pesquisadores",2022,163458.2,163458.2,70.92,17.95
"Acre","3.3.90.30.00 - Material de Consumo",2018,173234513.18,219882686.47,NA,100
"Acre","3.3.90.30.00 - Material de Consumo",2019,187396137.77,228038054.9,3.71,103.71
"Acre","3.3.90.30.00 - Material de Consumo",2020,179511133.66,209001425.27,-8.35,95.05
"Acre","3.3.90.30.00 - Material de Consumo",2021,209955854.13,222101995.36,6.27,101.01
"Acre","3.3.90.30.00 - Material de Consumo",2022,304525208.66,304525208.66,37.11,138.49
"Acre","3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2018,41989.97,53296.93,NA,100
"Acre","3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2019,15664.6,19061.89,-64.23,35.77
"Acre","3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2020,1440,1676.56,-91.2,3.15
"Acre","3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2021,1262522,1335560.07,79560.51,2505.89
"Acre","3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2022,85452,85452,-93.6,160.33
"Acre","3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2018,280548.33,356093.71,NA,100
"Acre","3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2019,1608606.37,1957476.14,449.71,549.71
"Acre","3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2020,10613798.6,12357445.41,531.29,3470.28
"Acre","3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2021,1645365.41,1740551.33,-85.91,488.79
"Acre","3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2022,12156476.94,12156476.94,598.43,3413.84
"Acre","3.3.90.33.00 - Passagens e Despesas com Locomoção",2018,20743506.76,26329268.4,NA,100
