Região,Variável,Ano,Valor,Valor corrigido,Variação anual,Índice
Brasil,Salários,2019,2539693,2654422.54,0.52,119.44
Brasil,Salários,2020,2531961,2531961,-4.61,113.93
Brasil,Contribuição social,2010,340905,593147.12,NA,100
Brasil,Contribuição social,2011,393126,642240.28,8.28,108.28
Brasil,Contribuição social,2012,431871,666616.02,3.8,112.39
Brasil,Contribuição social,2013,483503,704662.42,5.71,118.8
Brasil,Contribuição social,2014,514960,705315.31,0.09,118.91
Brasil,Contribuição social,2015,545172,674685.79,-4.34,113.75
Brasil,Contribuição social,2016,573144,667340.66,-1.09,112.51
Brasil,Contribuição social,2017,608182,687862.96,3.08,115.97
Brasil,Contribuição social,2018,633475,690602.64,0.4,116.43
Brasil,Contribuição social,2019,677987,708614.77,2.61,119.47
Brasil,Contribuição social,2020,660382,660382,-6.81,111.34
Brasil,Impostos sobre a produção,2010,625895,1089006.65,NA,100
Brasil,Impostos sobre a produção,2011,697340,1139227.21,4.61,104.61
Brasil,Impostos sobre a produção,2012,765504,1181596.43,3.72,108.5
Brasil,Impostos sobre a produção,2013,827904.96,1206597.5,2.12,110.8
Brasil,Impostos sobre a produção,2014,862342.78,1181108.37,-2.11,108.46
Brasil,Impostos sobre a produção,2015,898935,1112490.51,-5.81,102.16
Brasil,Impostos sobre a produção,2016,910370,1059990.02,-4.72,97.34
Brasil,Impostos sobre a produção,2017,983389,1112227.71,4.93,102.13
Brasil,Impostos sobre a produção,2018,1077158,1174297.58,5.58,107.83
Brasil,Impostos sobre a produção,2019,1123518,1174272.44,-0,107.83
Brasil,Impostos sobre a produção,2020,1101051,1101051,-6.24,101.11
Brasil,"Impostos sobre produto, líquidos de subsídios",2010,583007,1014385.01,NA,100
Brasil,"Impostos sobre produto, líquidos de subsídios",2011,655921,1071562.01,5.64,105.64
Brasil,"Impostos sobre produto, líquidos de subsídios",2012,720501,1112131.89,3.79,109.64
Brasil,"Impostos sobre produto, líquidos de subsídios",2013,777858.96,1133659.92,1.94,111.76
Brasil,"Impostos sobre produto, líquidos de subsídios",2014,806218.78,1104238.1,-2.6,108.86
Brasil,"Impostos sobre produto, líquidos de subsídios",2015,840186,1039784.8,-5.84,102.5
Brasil,"Impostos sobre produto, líquidos de subsídios",2016,849506,989122.97,-4.87,97.51
Brasil,"Impostos sobre produto, líquidos de subsídios",2017,913553,1033242.15,4.46,101.86
Brasil,"Impostos sobre produto, líquidos de subsídios",2018,992991,1082540.29,4.77,106.72
Brasil,"Impostos sobre produto, líquidos de subsídios",2019,1032447,1079087.35,-0.32,106.38
Brasil,"Impostos sobre produto, líquidos de subsídios",2020,1014660,1014660,-5.97,100.03
Brasil,Outros impostos sobre a produção líquidos de subsídios,2010,42888,74621.65,NA,100
Brasil,Outros impostos sobre a produção líquidos de subsídios,2011,41419,67665.2,-9.32,90.68
Brasil,Outros impostos sobre a produção líquidos de subsídios,2012,45003,69464.54,2.66,93.09
Brasil,Outros impostos sobre a produção líquidos de subsídios,2013,50046,72937.57,5,97.74
Brasil,Outros impostos sobre a produção líquidos de subsídios,2014,56124,76870.27,5.39,103.01
Brasil,Outros impostos sobre a produção líquidos de subsídios,2015,58749,72705.71,-5.42,97.43
Brasil,Outros impostos sobre a produção líquidos de subsídios,2016,60864,70867.05,-2.53,94.97
Brasil,Outros impostos sobre a produção líquidos de subsídios,2017,69836,78985.56,11.46,105.85
Brasil,Outros impostos sobre a produção líquidos de subsídios,2018,84167,91757.3,16.17,122.96
Brasil,Outros impostos sobre a produção líquidos de subsídios,2019,91071,95185.09,3.74,127.56
Brasil,Outros impostos sobre a produção líquidos de subsídios,2020,86391,86391,-9.24,115.77
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2010,1641762,2856533.03,NA,100
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2011,1832261,2993319.74,4.79,104.79
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2012,1990402,3072292.12,2.64,107.55
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2013,2198001,3203390.05,4.27,112.14
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2014,2401241,3288861.36,2.67,115.13
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2015,2424832,3000887.25,-8.76,105.05
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2016,2556522,2976688.37,-0.81,104.21
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2017,2681553,3032876.66,1.89,106.17
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2018,2871210,3130139.65,3.21,109.58
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2019,3047933,3185622.06,1.77,111.52
Brasil,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2020,3316203,3316203,4.1,116.09
Brasil,PIB - Ótica da Renda,2010,3885847,6761059.35,NA,100
Brasil,PIB - Ótica da Renda,2011,4376382,7149587.65,5.75,105.75
Brasil,PIB - Ótica da Renda,2012,4814760,7431840,3.95,109.92
Brasil,PIB - Ótica da Renda,2013,5331618.96,7770358.22,4.55,114.93
Brasil,PIB - Ótica da Renda,2014,5778952.78,7915146.59,1.86,117.07
Brasil,PIB - Ótica da Renda,2015,5995787,7420176.23,-6.25,109.75
Brasil,PIB - Ótica da Renda,2016,6269328,7299696.92,-1.62,107.97
Brasil,PIB - Ótica da Renda,2017,6585479,7448275.52,2.04,110.16
Brasil,PIB - Ótica da Renda,2018,7004141,7635784.03,2.52,112.94
Brasil,PIB - Ótica da Renda,2019,7389131,7722931.81,1.14,114.23
Brasil,PIB - Ótica da Renda,2020,7609597,7609597,-1.47,112.55
Brasil,PIB - Ótica Produção,2010,3885847,6761059.35,NA,100
Brasil,PIB - Ótica Produção,2011,4376382,7149587.65,5.75,105.75
Brasil,PIB - Ótica Produção,2012,4814760,7431840,3.95,109.92
Brasil,PIB - Ótica Produção,2013,5331618.96,7770358.22,4.55,114.93
Brasil,PIB - Ótica Produção,2014,5778952.78,7915146.59,1.86,117.07
Brasil,PIB - Ótica Produção,2015,5995787,7420176.23,-6.25,109.75
Brasil,PIB - Ótica Produção,2016,6269328,7299696.92,-1.62,107.97
Brasil,PIB - Ótica Produção,2017,6585479,7448275.52,2.04,110.16
Brasil,PIB - Ótica Produção,2018,7004141,7635784.03,2.52,112.94
Brasil,PIB - Ótica Produção,2019,7389131,7722931.81,1.14,114.23
Brasil,PIB - Ótica Produção,2020,7609597,7609597,-1.47,112.55
Norte,Valor Adicionado,2010,182905.31,318240.44,NA,100
Norte,Valor Adicionado,2011,214002.68,349610.91,9.86,109.86
Norte,Valor Adicionado,2012,228669.51,352963.64,0.96,110.91
Norte,Valor Adicionado,2013,259115.29,377637.39,6.99,118.66
Norte,Valor Adicionado,2014,272738.85,373556.95,-1.08,117.38
Norte,Valor Adicionado,2015,284652.15,352275.54,-5.7,110.69
Norte,Valor Adicionado,2016,300799.24,350235.83,-0.58,110.05
Norte,Valor Adicionado,2017,328770.48,371844.34,6.17,116.84
Norte,Valor Adicionado,2018,345176.59,376305.09,1.2,118.25
Norte,Valor Adicionado,2019,373470.3,390341.66,3.73,122.66
Norte,Valor Adicionado,2020,426154.21,426154.21,9.17,133.91
Norte,Remuneração,2010,85264.94,148354.09,NA,100
Norte,Remuneração,2011,99851.41,163124.79,9.96,109.96
Norte,Remuneração,2012,110767.31,170975.27,4.81,115.25
Norte,Remuneração,2013,124993.32,182166.6,6.55,122.79
Norte,Remuneração,2014,136258.29,186626.26,2.45,125.8
Norte,Remuneração,2015,144086.88,178316.88,-4.45,120.2
Norte,Remuneração,2016,149081.78,173583.49,-2.65,117.01
Norte,Remuneração,2017,155762.09,176169.26,1.49,118.75
Norte,Remuneração,2018,164557.8,179397.84,1.83,120.93
Norte,Remuneração,2019,172147.35,179924.03,0.29,121.28
Norte,Remuneração,2020,177464.91,177464.91,-1.37,119.62
Norte,Salários,2010,67817.3,117996.62,NA,100
Norte,Salários,2011,79194.85,129378.67,9.65,109.65
Norte,Salários,2012,88298.34,136293.21,5.34,115.51
Norte,Salários,2013,99293.04,144710.73,6.18,122.64
Norte,Salários,2014,108479.23,148578.65,2.67,125.92
Norte,Salários,2015,115029.64,142356.65,-4.19,120.64
Norte,Salários,2016,119096.15,138669.7,-2.59,117.52
Norte,Salários,2017,123465.85,139641.73,0.7,118.34
Norte,Salários,2018,130306.43,142057.64,1.73,120.39
Norte,Salários,2019,135578.59,141703.29,-0.25,120.09
Norte,Salários,2020,140430.37,140430.37,-0.9,119.01
Norte,Contribuição social,2010,17447.64,30357.47,NA,100
Norte,Contribuição social,2011,20656.56,33746.12,11.16,111.16
Norte,Contribuição social,2012,22468.97,34682.06,2.77,114.25
Norte,Contribuição social,2013,25700.29,37455.87,8,123.38
Norte,Contribuição social,2014,27779.06,38047.61,1.58,125.33
Norte,Contribuição social,2015,29057.24,35960.23,-5.49,118.46
Norte,Contribuição social,2016,29985.63,34913.79,-2.91,115.01
Norte,Contribuição social,2017,32296.24,36527.54,4.62,120.32
Norte,Contribuição social,2018,34251.37,37340.21,2.22,123
Norte,Contribuição social,2019,36568.76,38220.74,2.36,125.9
Norte,Contribuição social,2020,37034.54,37034.54,-3.1,121.99
Norte,Impostos sobre a produção,2010,26070.17,45359.98,NA,100
Norte,Impostos sobre a produção,2011,28760.55,46985.41,3.58,103.58
Norte,Impostos sobre a produção,2012,32231.42,49750.93,5.89,109.68
Norte,Impostos sobre a produção,2013,35302.01,51449.52,3.41,113.42
Norte,Impostos sobre a produção,2014,37596.31,51493.81,0.09,113.52
Norte,Impostos sobre a produção,2015,38247.21,47333.4,-8.08,104.35
Norte,Impostos sobre a produção,2016,38768.25,45139.84,-4.63,99.51
Norte,Impostos sobre a produção,2017,42101.93,47617.91,5.49,104.98
Norte,Impostos sobre a produção,2018,46005.63,50154.48,5.33,110.57
Norte,Impostos sobre a produção,2019,51146.2,53456.7,6.58,117.85
Norte,Impostos sobre a produção,2020,56295.93,56295.93,5.31,124.11
Norte,"Impostos sobre produto, líquidos de subsídios",2010,24188.33,42085.74,NA,100
Norte,"Impostos sobre produto, líquidos de subsídios",2011,27025.24,44150.47,4.91,104.91
Norte,"Impostos sobre produto, líquidos de subsídios",2012,30431.48,46972.63,6.39,111.61
Norte,"Impostos sobre produto, líquidos de subsídios",2013,33327,48571.12,3.4,115.41
Norte,"Impostos sobre produto, líquidos de subsídios",2014,35338.14,48400.91,-0.35,115.01
Norte,"Impostos sobre produto, líquidos de subsídios",2015,36036.17,44597.1,-7.86,105.97
Norte,"Impostos sobre produto, líquidos de subsídios",2016,36502.84,42502.11,-4.7,100.99
Norte,"Impostos sobre produto, líquidos de subsídios",2017,39185.96,44319.91,4.28,105.31
Norte,"Impostos sobre produto, líquidos de subsídios",2018,42358.73,46178.7,4.19,109.73
Norte,"Impostos sobre produto, líquidos de subsídios",2019,46953.96,49075.08,6.27,116.61
Norte,"Impostos sobre produto, líquidos de subsídios",2020,52018.84,52018.84,6,123.6
Norte,Outros impostos sobre a produção líquidos de subsídios,2010,1881.84,3274.24,NA,100
Norte,Outros impostos sobre a produção líquidos de subsídios,2011,1735.31,2834.94,-13.42,86.58
Norte,Outros impostos sobre a produção líquidos de subsídios,2012,1799.94,2778.3,-2,84.85
Norte,Outros impostos sobre a produção líquidos de subsídios,2013,1975.01,2878.4,3.6,87.91
Norte,Outros impostos sobre a produção líquidos de subsídios,2014,2258.16,3092.9,7.45,94.46
Norte,Outros impostos sobre a produção líquidos de subsídios,2015,2211.04,2736.31,-11.53,83.57
Norte,Outros impostos sobre a produção líquidos de subsídios,2016,2265.41,2637.73,-3.6,80.56
Norte,Outros impostos sobre a produção líquidos de subsídios,2017,2915.97,3298.01,25.03,100.73
Norte,Outros impostos sobre a produção líquidos de subsídios,2018,3646.9,3975.79,20.55,121.43
Norte,Outros impostos sobre a produção líquidos de subsídios,2019,4192.24,4381.62,10.21,133.82
Norte,Outros impostos sobre a produção líquidos de subsídios,2020,4277.09,4277.09,-2.39,130.63
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2010,95758.54,166612.11,NA,100
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2011,112415.96,183651.19,10.23,110.23
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2012,116102.26,179210.06,-2.42,107.56
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2013,132146.96,192592.39,7.47,115.59
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2014,134222.4,183837.8,-4.55,110.34
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2015,138354.23,171222.35,-6.86,102.77
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2016,149452.05,174014.61,1.63,104.44
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2017,170092.41,192377.07,10.55,115.46
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2018,176971.89,192931.46,0.29,115.8
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2019,197130.71,206036.01,6.79,123.66
Norte,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2020,244412.2,244412.2,18.63,146.7
Norte,PIB - Ótica da Renda,2010,207093.64,360326.18,NA,100
Norte,PIB - Ótica da Renda,2011,241027.92,393761.39,9.28,109.28
Norte,PIB - Ótica da Renda,2012,259100.99,399936.26,1.57,110.99
Norte,PIB - Ótica da Renda,2013,292442.29,426208.51,6.57,118.28
Norte,PIB - Ótica da Renda,2014,308077,421957.87,-1,117.1
Norte,PIB - Ótica da Renda,2015,320688.31,396872.64,-5.94,110.14
Norte,PIB - Ótica da Renda,2016,337302.08,392737.94,-1.04,109
Norte,PIB - Ótica da Renda,2017,367956.43,416164.24,5.96,115.5
Norte,PIB - Ótica da Renda,2018,387535.32,422483.78,1.52,117.25
Norte,PIB - Ótica da Renda,2019,420424.26,439416.74,4.01,121.95
Norte,PIB - Ótica da Renda,2020,478173.05,478173.05,8.82,132.71
Norte,PIB - Ótica Produção,2010,207093.64,360326.18,NA,100
Norte,PIB - Ótica Produção,2011,241027.92,393761.39,9.28,109.28
Norte,PIB - Ótica Produção,2012,259100.99,399936.26,1.57,110.99
Norte,PIB - Ótica Produção,2013,292442.29,426208.51,6.57,118.28
Norte,PIB - Ótica Produção,2014,308077,421957.87,-1,117.1
Norte,PIB - Ótica Produção,2015,320688.31,396872.64,-5.94,110.14
Norte,PIB - Ótica Produção,2016,337302.08,392737.94,-1.04,109
Norte,PIB - Ótica Produção,2017,367956.43,416164.24,5.96,115.5
Norte,PIB - Ótica Produção,2018,387535.32,422483.78,1.52,117.25
Norte,PIB - Ótica Produção,2019,420424.26,439416.74,4.01,121.95
Norte,PIB - Ótica Produção,2020,478173.05,478173.05,8.82,132.71
Rondônia,Valor Adicionado,2010,20956.96,36463.41,NA,100
Rondônia,Valor Adicionado,2011,24191.73,39521.44,8.39,108.39
Rondônia,Valor Adicionado,2012,26562.87,41001.21,3.74,112.44
Rondônia,Valor Adicionado,2013,27686.67,40350.84,-1.59,110.66
Rondônia,Valor Adicionado,2014,30376.18,41604.76,3.11,114.1
Rondônia,Valor Adicionado,2015,32574.08,40312.54,-3.11,110.56
Rondônia,Valor Adicionado,2016,35384.84,41200.36,2.2,112.99
Rondônia,Valor Adicionado,2017,39281.05,44427.45,7.83,121.84
Rondônia,Valor Adicionado,2018,40259.79,43890.47,-1.21,120.37
Rondônia,Valor Adicionado,2019,42037.37,43936.39,0.1,120.49
Rondônia,Valor Adicionado,2020,46238.11,46238.11,5.24,126.81
Rondônia,Remuneração,2010,11434.56,19895.21,NA,100
Rondônia,Remuneração,2011,13780.63,22513.08,13.16,113.16
Rondônia,Remuneração,2012,14725.26,22729.24,0.96,114.24
Rondônia,Remuneração,2013,15709.3,22894.9,0.73,115.08
Rondônia,Remuneração,2014,17237.08,23608.78,3.12,118.67
Rondônia,Remuneração,2015,17749.31,21965.92,-6.96,110.41
Rondônia,Remuneração,2016,18559.72,21610.02,-1.62,108.62
Rondônia,Remuneração,2017,20181.69,22825.79,5.63,114.73
Rondônia,Remuneração,2018,20684.67,22550.04,-1.21,113.34
Rondônia,Remuneração,2019,21182.36,22139.26,-1.82,111.28
Rondônia,Remuneração,2020,20680.31,20680.31,-6.59,103.95
Rondônia,Salários,2010,9071.33,15783.39,NA,100
Rondônia,Salários,2011,10882.28,17778.11,12.64,112.64
Rondônia,Salários,2012,11697.92,18056.36,1.57,114.4
Rondônia,Salários,2013,12446.36,18139.45,0.46,114.93
Rondônia,Salários,2014,13671.2,18724.77,3.23,118.64
Rondônia,Salários,2015,14173.96,17541.2,-6.32,111.14
Rondônia,Salários,2016,14839.92,17278.87,-1.5,109.48
Rondônia,Salários,2017,16082.24,18189.26,5.27,115.24
Rondônia,Salários,2018,16425.72,17907.02,-1.55,113.45
Rondônia,Salários,2019,16749.19,17505.83,-2.24,110.91
Rondônia,Salários,2020,16384.5,16384.5,-6.41,103.81
Rondônia,Contribuição social,2010,2363.23,4111.82,NA,100
Rondônia,Contribuição social,2011,2898.35,4734.96,15.15,115.15
Rondônia,Contribuição social,2012,3027.35,4672.88,-1.31,113.65
Rondônia,Contribuição social,2013,3262.94,4755.44,1.77,115.65
Rondônia,Contribuição social,2014,3565.88,4884.01,2.7,118.78
Rondônia,Contribuição social,2015,3575.35,4424.72,-9.4,107.61
Rondônia,Contribuição social,2016,3719.8,4331.15,-2.11,105.33
Rondônia,Contribuição social,2017,4099.45,4636.54,7.05,112.76
Rondônia,Contribuição social,2018,4258.95,4643.03,0.14,112.92
Rondônia,Contribuição social,2019,4433.17,4633.44,-0.21,112.69
Rondônia,Contribuição social,2020,4295.81,4295.81,-7.29,104.47
Rondônia,Impostos sobre a produção,2010,3129.54,5445.14,NA,100
Rondônia,Impostos sobre a produção,2011,3579.75,5848.14,7.4,107.4
Rondônia,Impostos sobre a produção,2012,3743.16,5777.77,-1.2,106.11
Rondônia,Impostos sobre a produção,2013,3656.09,5328.42,-7.78,97.86
Rondônia,Impostos sobre a produção,2014,3912.56,5358.84,0.57,98.42
Rondônia,Impostos sobre a produção,2015,4257.6,5269.06,-1.68,96.77
Rondônia,Impostos sobre a produção,2016,4355.25,5071.04,-3.76,93.13
Rondônia,Impostos sobre a produção,2017,4592.41,5194.09,2.43,95.39
Rondônia,Impostos sobre a produção,2018,5067.4,5524.39,6.36,101.46
Rondônia,Impostos sobre a produção,2019,5501.59,5750.13,4.09,105.6
Rondônia,Impostos sobre a produção,2020,5821.57,5821.57,1.24,106.91
Rondônia,"Impostos sobre produto, líquidos de subsídios",2010,2950.93,5134.38,NA,100
Rondônia,"Impostos sobre produto, líquidos de subsídios",2011,3382.98,5526.7,7.64,107.64
Rondônia,"Impostos sobre produto, líquidos de subsídios",2012,3549.85,5479.39,-0.86,106.72
Rondônia,"Impostos sobre produto, líquidos de subsídios",2013,3434.75,5005.84,-8.64,97.5
Rondônia,"Impostos sobre produto, líquidos de subsídios",2014,3654.8,5005.8,-0,97.5
Rondônia,"Impostos sobre produto, líquidos de subsídios",2015,3989.26,4936.97,-1.38,96.16
Rondônia,"Impostos sobre produto, líquidos de subsídios",2016,4075.52,4745.34,-3.88,92.42
Rondônia,"Impostos sobre produto, líquidos de subsídios",2017,4235.1,4789.96,0.94,93.29
Rondônia,"Impostos sobre produto, líquidos de subsídios",2018,4654.19,5073.91,5.93,98.82
Rondônia,"Impostos sobre produto, líquidos de subsídios",2019,5053.96,5282.27,4.11,102.88
Rondônia,"Impostos sobre produto, líquidos de subsídios",2020,5360.63,5360.63,1.48,104.41
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2010,178.61,310.76,NA,100
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2011,196.76,321.44,3.44,103.44
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2012,193.31,298.38,-7.17,96.02
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2013,221.34,322.58,8.11,103.8
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2014,257.76,353.04,9.44,113.61
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2015,268.35,332.1,-5.93,106.87
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2016,279.73,325.7,-1.93,104.81
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2017,357.31,404.13,24.08,130.05
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2018,413.21,450.48,11.47,144.96
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2019,447.63,467.85,3.86,150.55
Rondônia,Outros impostos sobre a produção líquidos de subsídios,2020,460.94,460.94,-1.48,148.33
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2010,9343.79,16257.43,NA,100
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2011,10214.34,16686.92,2.64,102.64
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2012,11644.29,17973.59,7.71,110.56
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2013,11756.03,17133.36,-4.67,105.39
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2014,12881.34,17642.94,2.97,108.52
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2015,14556.42,18014.52,2.11,110.81
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2016,16545.39,19264.64,6.94,118.5
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2017,18742.05,21197.54,10.03,130.39
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2018,19161.9,20889.95,-1.45,128.49
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2019,20407.38,21329.28,2.1,131.2
Rondônia,Excedente Operacional Bruto (EOB) e Rendimento Misto (RM),2020,25096.86,25096.86,17.66,154.37
Rondônia,PIB - Ótica da Renda,2010,23907.89,41597.79,NA,100
Rondônia,PIB - Ótica da Renda,2011,27574.71,45048.13,8.29,108.29
Rondônia,PIB - Ótica da Renda,2012,30112.72,46480.6,3.18,111.74
Rondônia,PIB - Ótica da Renda,2013,31121.41,45356.68,-2.42,109.04
Rondônia,PIB - Ótica da Renda,2014,34030.98,46610.56,2.76,112.05
Rondônia,PIB - Ótica da Renda,2015,36563.33,45249.5,-2.92,108.78
Rondônia,PIB - Ótica da Renda,2016,39460.36,45945.7,1.54,110.45
Rondônia,PIB - Ótica da Renda,2017,43516.15,49217.42,7.12,118.32
Rondônia,PIB - Ótica da Renda,2018,44913.98,48964.38,-0.51,117.71
Rondônia,PIB - Ótica da Renda,2019,47091.34,49218.67,0.52,118.32
Rondônia,PIB - Ótica da Renda,2020,51598.74,51598.74,4.84,124.04
Rondônia,PIB - Ótica Produção,2010,23907.89,41597.79,NA,100
Rondônia,PIB - Ótica Produção,2011,27574.71,45048.13,8.29,108.29
Rondônia,PIB - Ótica Produção,2012,30112.72,46480.6,3.18,111.74
Rondônia,PIB - Ótica Produção,2013,31121.41,45356.68,-2.42,109.04
Rondônia,PIB - Ótica Produção,2014,34030.98,46610.56,2.76,112.05
Rondônia,PIB - Ótica Produção,2015,36563.33,45249.5,-2.92,108.78
Rondônia,PIB - Ótica Produção,2016,39460.36,45945.7,1.54,110.45
Rondônia,PIB - Ótica Produção,2017,43516.15,49217.42,7.12,118.32
Rondônia,PIB - Ótica Produção,2018,44913.98,48964.38,-0.51,117.71
Rondônia,PIB - Ótica Produção,2019,47091.34,49218.67,0.52,118.32
Rondônia,PIB - Ótica Produção,2020,51598.74,51598.74,4.84,124.04
Acre,Valor Adicionado,2010,7564.55,13161.71,NA,100
Acre,Valor Adicionado,2011,8165.29,13339.43,1.35,101.35
Acre,Valor Adicionado,2012,9149.38,14122.56,5.87,107.3
Acre,Valor Adicionado,2013,10483.52,15278.8,8.19,116.09
Acre,Valor Adicionado,2014,12348.99,16913.8,10.7,128.51
Acre,Valor Adicionado,2015,12443.13,15399.18,-8.95,117
Acre,Valor Adicionado,2016,12500,14554.39,-5.49,110.58
Acre,Valor Adicionado,2017,12835.66,14517.33,-0.25,110.3
Acre,Valor Adicionado,2018,13622.06,14850.51,2.3,112.83
Acre,Valor Adicionado,2019,13939.29,14568.99,-1.9,110.69
Acre,Valor Adicionado,2020,14796.47,14796.47,1.56,112.42
Acre,Remuneração,2010,4189.81,7289.93,NA,100
Acre,Remuneração,2011,4696.99,7673.36,5.26,105.26
Acre,Remuneração,2012,5357.98,8270.34,7.78,113.45
Acre,Remuneração,2013,6059.16,8830.69,6.78,121.14
Acre,Remuneração,2014,6718.12,9201.47,4.2,126.22
Acre,Remuneração,2015,6955.16,8607.46,-6.46,118.07
Acre,Remuneração,2016,7378.54,8591.21,-0.19,117.85
Acre,Remuneração,2017,7782.93,8802.62,2.46,120.75
Acre,Remuneração,2018,8156.33,8891.88,1.01,121.97
Acre,Remuneração,2019,8123.5,8490.47,-4.51,116.47
Acre,Remuneração,2020,8565.67,8565.67,0.89,117.5
Acre,Salários,2010,3321.57,5779.26,NA,100
Acre,Salários,2011,3715.15,6069.34,5.02,105.02
Acre,Salários,2012,4282.5,6610.27,8.91,114.38
Acre,Salários,2013,4788.59,6978.94,5.58,120.76
Acre,Salários,2014,5324.73,7293.02,4.5,126.19
Acre,Salários,2015,5513.44,6823.24,-6.44,118.06
Acre,Salários,2016,5865.55,6829.55,0.09,118.17
Acre,Salários,2017,6134.41,6938.11,1.59,120.05
Acre,Salários,2018,6416.2,6994.82,0.82,121.03
Acre,Salários,2019,6323.32,6608.97,-5.52,114.36
